pharmacy|药房；配药学，药剂学；制药业；一批备用药品
admonition|警告
reaction|反应， 反作用
transverse|横向的； 横断的
jubilant|欢呼的
valor|英勇， 勇猛
adhesion|黏着； 因守； 皈依
monotone|单调
repine|抱怨
vainglorious|虚荣的
evolve|发展，  进化， 演化； 引申出， 推理， 引出
face|立体的面
circumnavigate|环航
narcissistic|自恋的， 自我陶醉的
abandon|放弃； 放纵
cessation|停止
sacrilege|亵渎圣物
extol|赞美
intolerable|无法忍受的； 难受的
operation|运算
adverse|不利的， 有害的
preemption|优先购买  ； 抢先占有
ratio|比； 比率
junction|连接， 接合； 交叉点， 接合处， 枢纽站
electrolysis|电解作用
circumvent|智胜， 用计谋取胜， 挫败
habitual|习惯的， 惯常的
conditional|有条件的； 以…为条件的
instinct|本能， 直觉， 天性
gourmet|美食家
melancholy|忧郁
redoubtable|可怕的
niggardly|吝啬的， 小气的
genesis|起源
probate|检验遗嘱 n. 遗嘱；遗嘱检验
bumptious|盲目自大的， 傲慢的
beseech|恳求； 哀求
subliminal|下意识的； 潜在意识的
engrave|雕刻；  铭记， 深印于 ， 铭刻
exhaustive|详尽的， 无遗漏的， 彻底的
awkward|笨拙的， 不灵活的； 棘手的； 尴尬的； 使用不便的
provincial|省的， 州的； 狭隘的
glimmer|闪光
ruin|破产；堕落，毁灭 n.  毁灭， 崩溃； 废墟， 遗迹
leaven|使发酵
maudlin|感情脆弱的
celebrate|庆祝， 祝贺
abut|领接， 毗邻
anemia|贫血， 贫血症
ultramontane|山那边的  ； 阿尔卑斯山以南的
incommodious|不便的， 偏促的， 狭窄的
rankle|激怒
geometric|几何级数， 等比级数
campaign|参加活动， 从事活动； 作战 n. 战役；活动，竞选运动
salvage|抢救财物
vital|生死攸关的， 重要的， 重大的； 生命的， 生机的
euphonious|悦耳的， 声音和谐的
seethe|沸腾； 激动， 骚动
delusion|错觉
ebullience|奔放的； 兴高采烈的
barrister|律师； 法律顾问
derivative|衍生的；无创意的 n.  衍生物
amateur|业余的 n. 业余活动者
condemn|谴责， 指责； 判刑， 宣告有罪
lexicographer|词典编纂者
fallacious|谬误的； 虚伪的； 使人误解的
causal|原因的， 因果关系的
mansion|大厦， 官邸
summary|摘要， 概要
nickel|五分
offshoot|分支， 支流
akin|近似的， 有关系的， 类似的
inebriate|灌醉
antedate|提前日期； 先于， 早于 n.  比正确日期早的日期
propaganda|宣传
ascetic|苦行的； 禁欲主义的
dramatic|戏剧的， 剧本的； 戏剧性的； 引人注目的； 突然的
archetype|原型
chastise|严惩， 惩罚
imaginary|假想的， 想象的， 虚构的
bestial|野兽的； 兽性的； 残忍的
venerable|值得尊敬的
vaporize|蒸发
transcend|超出， 超越  的范围
chronological|编年史， 按年代顺序的
coerce|强制； 强迫
surcharge|额外收费 n. 额外费用
equestrian|骑马的， 骑术的； 马的
sturdy|强健的， 结实的
reasoning|推理
fable|寓言， 神话； 谎言
quixotic|唐吉诃德式的； 狂想的
instill|慢慢地灌输
palatable|美味的
photosynthesis|光合作用
politic|精明的； 有策略的
profiteer|奸商， 乘机获暴利者
opportune|凑巧的， 恰好的；  及时的， 适宜的
scathe|损伤， 损害， 伤害
dielectric|电介质
crest|波峰
profession|职业， 自由职业； 公开表示
deplore|表示悲痛
ecstatic|欣喜若狂的， 入迷的， 出神的
botanize|研究植物； 采集植物
compress|压缩， 浓缩
resilient|弹回的， 有回弹力的
cherish|珍爱； 怀抱
outlive|比…长命， 比…耐久； 经受住
resistance|反抗， 抵抗； 抵抗力
fallible|易错的， 可能犯错的
occlude|使闭塞
spectrum|谱， 光谱， 频谱； 范围； 幅度
natal|出生的， 诞生的
prolong|拉长， 延长
inhuman|野蛮的
nuclei|核
remnant|残余部分， 剩余部分
linguistics|语言学
compressible|可压缩的， 可压榨的
interlocutor|对话者
irksome|令人厌恶的； 讨厌的
seize|抓住， 逮住； 夺取
nettle|刺激； 惹怒
privilege|给予优惠， 给予特权 n. 特权，优惠，特许
shroud|遮蔽； 隐藏
discontinue|停止， 中断
uniform|一直不变的
amplitude|振幅
bountiful|慷慨的； 宽大的； 大量的
blaze|燃烧， 冒火焰； 照耀， 发光 n. 火焰；光辉
meager|缺乏的
belabor|过分冗长地讨论； 痛打； 辱骂
scatter|分散， 散开； 撒开， 驱散
polarization|偏振
collective|集体的 n. 集体
pheromone|外激素
wherever|无论那里； 无论什么情况下
delineate|描绘
innocuous|无害的； 无毒的
innate|先天的， 天生的
siege|包围， 围困
gratify|使满意， 使高兴； 纵容
abstract|摘要，提炼 adj.  抽象的； 深奥的； 理论的 n. 摘要，概要，抽象
liquid|液体
anonymous|匿名的； 无名的； 无特色的
vivacious|活泼的， 快活的
fake|假的，冒充的 n. 假货，赝品；骗子，冒充者 vt.  伪造， 捏造； 伪装
egocentric|自我中心的， 自私自利的
nonplus|使困惑
impurity|杂质
bizarre|古怪可笑的； 奇异的
docile|听话的， 温顺的
abridgement|删节， 节略
ascribe|归因于， 归咎于
minority|少数； 少数派； 少数民族
stringent|严厉的； 迫切的
space|空间
preferable|更可取的， 更好的
cauterize|烧灼， 烙； 使麻木不仁
arrange|整理； 排列； 布置； 安排； 筹备
litmus|石蕊
recuperate|复原， 恢复
exponent|指数
circuitous|迂回线路的， 不直接的
commitment|委任； 许诺
fossil|化石
jocular|诙谐的； 打趣的
disciple|信徒， 门徒； 追随者
munificent|宽宏的， 慷慨的
autocratic|独裁的， 专制的
collision|碰撞
arbiter|仲裁者
calorie|卡路里  ， 大卡
predicament|困境
slogan|标语， 口号
bosom|胸部， 胸
acerbic|酸的； 尖刻的
aforesaid|上述的， 前述的
inefficacious|无效力的， 无用的
unwitting|不知情的
trite|陈腐的
deportment|行为， 举止
ingrate|忘恩负义者
frequent|时常发生的； 频繁的； 常见的
stymie|从中作梗， 完全妨碍
interact|互相作用， 互相影响
outright|a& ad.  直率  地， 痛快  地； 全部  地
error|误差
superintend|主管， 指挥， 监督
network|网状物； 广播网， 电视网； 网络
ocular|眼睛的； 视觉的
aggregate|聚集， 集合； 合计
forsake|放弃， 抛弃
rust|生锈
pomp|壮观； 盛况； 炫耀
complicity|同谋， 共犯
nominee|被提名的人， 被任命者
discriminate|区别， 辨别； 有差别地对待， 歧视
camouflage|伪装 vt.  伪装
account|for	 对…负有责任；对…做出解释；说明……的原因；导致；（比例）占
annex|并吞， 附加 n. 附件
potentate|君主， 统治者
procure|取得， 获得
monetary|金融的， 货币的
quantity|量， 数量
argumentation|论证
antitoxin|抗毒素
stifle|使窒息； 扼杀， 抑制
bacchanalia|酒神节； 狂饮作乐
demolish|毁坏， 破坏； 推翻， 粉碎
artificial|fertilization	 n. 人工受精；[畜牧] 人工授精
round|四舍五入
ambassador|大使
transfigure|美化
sanctimonious|假装神圣的
misinterpret|曲解
unsettle|使不安
eyepiece|接目镜
vague|不明确的， 含糊的
juridical|法律上的
resplendent|灿烂的； 光辉的； 华丽的
ion|离子
ephemeral|朝生暮死的； 短暂的， 短命的
braggart|吹牛者
impunity|不受惩罚
probation|试用； 见习； 鉴定， 检验； 缓刑
precipice|悬崖； 危急的处境
graduate|量筒， 量杯； 一量筒或量杯的量
unanimous|全体一致的， 一致同意的
thermal|热的， 由热造成的； 保暖的
orifice|孔， 口
sulfur|硫
rag|揶揄， 戏弄， 欺负 n. 抹布；破旧衣服
ablution|清洗
diagnostic|诊断的
grief|悲伤， 悲痛； 悲伤的事， 悲痛的缘由
navigate|航行， 航海； 导航； 驾驶； 横渡； 〈喻〉设法穿越
culpable|该谴责的
excellent|卓越的， 极好的
ray|射线
moratorium|延期偿付
wizen|枯萎或皱缩的
gainsay|否认； 反对
untimely|不适时的， 不合时宜的
nationality|国籍， 民族
artful|巧妙的， 狡猾的
harangue|长篇大论， 滔滔不绝的高声训斥
endure|忍受， 容忍， 持久， 持续
feign|装作， 假装； 伪造， 捏造， 杜撰
jerky|急拉的， 急动急停的
rhetorical|修辞学的
primer|初级读本
essence|本质， 实质
ornamental|装饰性的
prowess|英勇； 非凡的能力
sentimental|情感上的； 多愁善感的
bulbous|球根的， 球根状的， 球根长成的
maneuver|调遣； 换防
indiscernible|难识别的， 看不见的
omnipotent|全能的
begrudge|羡慕； 舍不得给
dual|双的， 二重的， 双重的
vocabulary|词汇， 词汇量； 词汇表
treatise|论文； 论述
hirsute|多毛的； 有鬃毛的
cupidity|贪心， 贪婪
efface|抹掉
vegetarian|素食主义者
aggressive|侵略的， 好斗的； 敢作敢为的， 有进取心的； 积极的； 强有力的
resilience|弹回， 有弹力， 恢复力
ire|愤怒
pathos|痛苦， 感伤； 悲悯， 同情
irk|使厌倦； 使苦恼
mitigate|减轻
succinct|简洁的
reconciliation|和解， 调和， 和谐一致
disdain|轻蔑
stratum|岩层；地层
overt|公然的
invasion|侵入， 侵略
precedent|先例， 范例， 惯例
dissect|解剖； 仔细研究
pulley|滑轮
concordant|协调的； 一致的
loquacious|多话的
malaise|不舒服
scour|擦洗； 冲刷
persuasive|善说服的
inculpable|无罪的
numeration|计算， 编号
centenary|百年的 n. 百年
rural|农村的
demise|死亡
acclaim|欢呼， 称赞； 欢呼着同意 n. 称赞，欢迎
laxative|通便的
pandemic|大范围流行的
languor|身心疲惫
acid|酸
transmission|播送， 发射； 传动， 传送， 传播， 传染
paroxysm|发作； 突发
negligence|疏忽
dubious|有问题的， 靠不住的；  怀疑的； 犹豫不决的； 半信半疑的， 可疑的
intuition|直觉
swift|快速的， 敏捷的
ductile|易延展的； 易教导的
add|加
liquidate|清算
accede|同意； 即位， 继任
ratify|批准
effulgence|光辉， 灿烂
vivify|给予生气， 使复生； 使生动， 使活跃
abstemious|有节制的  ； 节约的
amend|修改， 修正
finite|有限的；  限定的
carbon|monoxide	 n. 一氧化碳
constructive|建设性的
propitious|吉利的； 顺利的
tantrum|发脾气
nullify|使无效
benevolent|慈善的
ado|纷扰； 忙乱
purloin|偷窃， 盗取
fusion|融熔
carnivore|食肉动物
pharmacy|药房； 药剂学； 配药业， 制药业
upheave|举起， 推上去使上升， 隆起
adjustment|调节
rationalization|合理化
reproductive|system	 [解剖] 生殖系统；繁殖方式
treachery|背叛， 反叛
aborigine|土著居民
benevolence|仁爱心； 善行
disinfect|消毒
expiate|赎罪； 补偿
perjure|发假誓， 作伪证
grandeur|庄严， 宏伟， 壮观
laser|激光； 激光器
mixture|混合物
scope|范围； 机会， 余地
stratify|使成层， 使分层； 使形成阶层
archaeology|考古学
enumerate|数， 点； 枚举， 列举
morale|士气， 民心
expatriate|逐出国外
estrange|疏远
embrace|拥抱； 包含
intersect|直线相交
breech|臀部
assailant|攻击者
nitrogen|氮
judicious|明智的； 审慎的
denude|使裸露； 剥夺
vermin|害虫， 害兽， 寄生虫
modify|更改， 修改， 改造， 修饰
steadfast|稳定的； 坚定的， 忠实的
effusive|过分热情的
mariner|水手
villainous|恶毒的， 缺德的
detest|厌恶， 憎恨
exempt|被免除  的， 被豁免的 vt. 免除，豁免
theorize|建立理论， 理论化
reservoir|水库， 蓄水池
fawn|奉承， 讨好
albeit|虽然
aesthetic|美学的， 艺术的； 审美的
incongruous|不调和的； 不适宜的
tendency|趋向， 趋势
furbish|擦亮； 磨光
caption|标题 vt.  加上标题； 加上说明
arithmetic|算术
knighthood|骑士身份， 骑士风格， 侠义精神
variation|变化， 变动； 变种， 变异
subconscious|下意识的
carbohydrate|糖类
chateau|城堡； 别墅
codicil|遗嘱的附录； 附录
eject|喷射， 排出； 驱逐
defect|缺陷
odds|事物发生的可能性， 机会
acme|顶点， 顶端
casual|偶然的； 临时的
incomprehensible|不能理解的
rebut|反驳； 揭穿
morass|沼泽； 困境
rhombus|菱形
telepathy|心灵感应， 感应
captious|吹毛求疵的； 挑剔的
frenetic|发狂的； 狂热的
nonchalant|冷淡的
shrubbery|灌木林
script|剧本， 广播稿； 文字体系； 笔迹， 手迹
guise|外观， 装束； 伪装， 假装
likelihood|可能， 可能性
reactionary|反作用的， 反动的
imprudent|不谨慎的； 轻率的
drastic|激烈的；  猛烈的
venial|可宽恕的
innovate|革新， 创新
vaporization|蒸发
accommodate|留宿， 收容； 供应， 供给； 调和， 适应
tenacity|坚韧
protagonist|领导者； 积极参加者
assertion|主张； 断言， 声明
prevaricate|支吾； 说谎
outcome|结果， 成果
polar|地极的， 近地极的； 磁极的
synthesis|综合； 合成
advertiser|登广告者； 广告客户
cryptic|秘密的， 含义模糊的
circumspect|慎重的； 周到的
synopsis|大纲
meditate|沉思，冥想；反省；考虑；策划 vt.  内心策划
tribulation|苦难， 磨难
prototype|原型； 标准； 模范
demographic|人口统计学的
recollect|回忆， 想起， 记起
acne|【医】痤疮， 粉刺
altercation|争论， 口角
cite|引用， 引证
acquaintance|相识， 熟人
atom|原子
bethink|想起
infamous|声名狼藉的
prosaic|散文的， 散文体的； 乏味的， 平凡的
fledgling|羽毛初长的雏鸟， 刚会飞的幼鸟； 无经验的人
precision|准确， 精确； 精确度
viceroy|总督
assertive|断言的， 肯定的
larvae|幼虫
tolerable|可容忍的； 可以的， 尚好的
body|物体
mode|众数
elapse|消逝， 流逝
symmetry|对称  ； 匀称， 整齐
acrimony|刻毒； 讽刺； 毒辣
nemesis|报应； 复仇女神
retouch|润饰
buffer|缓冲器
bristle|竖起； 发怒 n. 刚毛，猪鬃
complement|补足物 vt.  补助， 补足
qualify|具有资格， 证明合格； 限制， 限定； 修饰
abhorrence|痛恨， 憎恶
adhere|黏附， 胶着； 坚持
vapid|索然乏味的
sediment|沉淀物， 沉积物
tremulous|震颤的； 颤抖的
unit|单位
panorama|全景； 概括， 综述
contemporary|现代的， 当代的； 同时代的
substantive|独立存在的； 真实的， 有实质的； 大量的， 巨额的
scowl|皱眉头
vermicide|驱虫剂， 打虫药
mock|嘲笑，讥笑 adj. 仿制的，假装的；模拟的，演习的 n.  模拟考试
archipelago|群岛； 多岛屿的海
territorial|领土的
sensor|传感器
cathode|阴极
credence|信用， 信任
